,indice,NAME OF ISSUER,TITLE OF CLASS,CUSIP,(x$1000),PRN AMT,PRN,date_reported,cik_company
1535,527246071F103202111,INTERSECT ENT INC,COM,46071F103,496,18225,SH,202111,5272
1536,5272459200101202111,INTL BUSINESS MACHINES CORP,COM,459200101,35799,257679,SH,202111,5272
1537,5272459506101202111,INTL FLAVORS and FRAGRANCES,COM,459506101,10353,77421,SH,202111,5272
1538,527246116X101202111,INTRA CELLULAR THERAPIES INC,COM,46116X101,1442,38683,SH,202111,5272
1539,527246121Y201202111,INTREPID POTASH INC,COM,46121Y201,168,5450,SH,202111,5272
1540,5272461202103202111,INTUIT INC,COM,461202103,67366,124866,SH,202111,5272
1541,527246120E602202111,INTUITIVE SURGICAL INC,COM,46120E602,41895,42142,SH,202111,5272
1542,5272461203101202111,INVACARE CORP,COM,461203101,101,21230,SH,202111,5272
1543,5272G491BT108202111,INVESCO LTD,COM,G491BT108,2786,115559,SH,202111,5272
1544,527246131B100202111,INVESCO MORTGAGE CAPITAL,COM,46131B100,576,182970,SH,202111,5272
1545,527246146L101202111,INVESTORS BANCORP INC,COM,46146L101,2166,143321,SH,202111,5272
1546,5272461804106202111,INVESTORS TITLE CO,COM,461804106,130,711,SH,202111,5272
1547,527246185L103202111,INVITAE CORP,COM,46185L103,3118,109683,SH,202111,5272
1548,527246187W107202111,INVITATION HOMES INC,COM,46187W107,246,6424,SH,202111,5272
1549,5272462222100202111,IONIS PHARMACEUTICALS INC,COM,462222100,89,2660,SH,202111,5272
1550,5272462260100202111,IOVANCE BIOTHERAPEUTICS INC,COM,462260100,50,2021,SH,202111,5272
1551,527244980X109202111,IPG PHOTONICS CORP,COM,44980X109,1715,10828,SH,202111,5272
1552,527246267X108202111,IQIYI INC ADR,ADR,46267X108,29,3642,SH,202111,5272
1553,527246266C105202111,IQVIA HOLDINGS INC,COM,46266C105,16190,67589,SH,202111,5272
1554,527246266A109202111,IRADIMED CORP,COM,46266A109,117,3471,SH,202111,5272
1555,5272450056106202111,IRHYTHM TECHNOLOGIES INC,COM,450056106,946,16150,SH,202111,5272
1556,527246269C102202111,IRIDIUM COMMUNICATIONS INC,COM,46269C102,11573,290416,SH,202111,5272
1557,5272462726100202111,IROBOT CORP,COM,462726100,1379,17562,SH,202111,5272
1558,527246284V101202111,IRON MOUNTAIN INC,COM,46284V101,3829,88122,SH,202111,5272
1559,527246333X108202111,IRONWOOD PHARMACEUTICALS INC,COM,46333X108,1038,79515,SH,202111,5272
1560,5272464287457202111,ISHARES 1 3 YEAR TREASURY BOND,1 3 YR TREAS BD,464287457,8813,102300,SH,202111,5272
1561,5272464288653202111,ISHARES 10 20 YEAR TREASURY BO,10-20 YR TRS ETF,464288653,206,1400,SH,202111,5272
1562,5272464287432202111,ISHARES 20 YEAR TREASURY BOND,20 YR TR BD ETF,464287432,2049,14200,SH,202111,5272
1563,5272464288661202111,ISHARES 3 7 YEAR TREASURY BOND,3 7 YR TREAS BD,464288661,9789,75200,SH,202111,5272
1564,5272464287440202111,ISHARES 7 10 YEAR TREASURY BON,BARCLAYS 7 10 YR,464287440,2546,22100,SH,202111,5272
1565,5272464287200202111,ISHARES CORE SandP 500 ETF,ETF,464287200,33733,78300,SH,202111,5272
1566,5272464287804202111,ISHARES CORE SandP SMALL CAP ETF,CORE S&P SCP ETF,464287804,340,3111,SH,202111,5272
1567,5272464287242202111,ISHARES IBOXX INVESTMENT GRA,IBOXX INV CP ETF,464287242,16868,126800,SH,202111,5272
1568,527246434V514202111,ISHARES MSCI CHINA A ETF,A,46434V514,4851,114006,SH,202111,5272
1569,5272464287465202111,ISHARES MSCI EAFE ETF,MSCI EAFE ETF,464287465,108512,1391000,SH,202111,5272
1570,5272464287234202111,ISHARES MSCI EMERGING MARKETS,MSCI EMG MKT ETF,464287234,4835,95977,SH,202111,5272
1571,5272464287655202111,ISHARES RUSSELL 2000 ETF,RUSSELL 2000 ETF,464287655,14875,68000,SH,202111,5272
1572,5272464287481202111,ISHARES RUSSELL MID CAP GROWTH,RUS MD CP GR ETF,464287481,2488,22200,SH,202111,5272
1573,5272464287473202111,ISHARES RUSSELL MID CAP VALUE,RUS MDCP VAL ETF,464287473,610,5390,SH,202111,5272
1574,5272464287309202111,ISHARES SandP 500 GROWTH ETF,ETF,464287309,2380,32200,SH,202111,5272
1575,5272464287408202111,ISHARES SandP 500 VALUE ETF,S&P 500 VAL ETF,464287408,17155,117972,SH,202111,5272
1576,5272464288646202111,ISHARES:1-5 IG CORP BD,ETF,464288646,546,10000,SH,202111,5272
1577,527245031U101202111,ISTAR INC,COM,45031U101,1095,43680,SH,202111,5272
1578,527246565G104202111,ITEOS THERAPEUTICS INC,COM,46565G104,298,11054,SH,202111,5272
1579,527246564T107202111,ITERIS INC,COM,46564T107,122,23182,SH,202111,5272
1580,5272465741106202111,ITRON INC,COM,465741106,2147,28393,SH,202111,5272
1581,527245073V108202111,ITT INC,COM,45073V108,12729,148284,SH,202111,5272
1582,527246583P102202111,IVERIC BIO INC,COM,46583P102,928,57128,SH,202111,5272
1583,5272466032109202111,J and J SNACK FOODS CORP,COM,466032109,1416,9264,SH,202111,5272
1584,5272466313103202111,JABIL INC,COM,466313103,14713,252066,SH,202111,5272
1585,5272426281101202111,JACK HENRY and ASSOCIATES INC,COM,426281101,3701,22561,SH,202111,5272
1586,5272466367109202111,JACK IN THE BOX INC,COM,466367109,4772,49028,SH,202111,5272
1587,5272469814107202111,JACOBS ENGINEERING GROUP INC,COM,469814107,5221,39396,SH,202111,5272
1588,5272G5005R107202111,JAMES RIVER GROUP HOLDINGS L,COM,G5005R107,869,23043,SH,202111,5272
1589,527247074L105202111,JAMF HOLDING CORP,COM,47074L105,37,969,SH,202111,5272
1590,5272G4474Y214202111,JANUS HENDERSON GROUP PLC,COM,G4474Y214,12267,296809,SH,202111,5272
1591,527247103J105202111,JANUX THERAPEUTICS INC,COM,47103J105,157,7242,SH,202111,5272
1592,5272G50871105202111,JAZZ PHARMACEUTICALS PLC,COM,G50871105,13710,105292,SH,202111,5272
1593,527246590V100202111,JBG SMITH PROPERTIES,COM,46590V100,5924,200051,SH,202111,5272
1594,527247215P106202111,JD.COM INC ADR,ADR,47215P106,4445,61525,SH,202111,5272
1595,527247233W109202111,JEFFERIES FINANCIAL GROUP IN,COM,47233W109,12646,340598,SH,202111,5272
1596,527247580P103202111,JELD WEN HOLDING INC,COM,47580P103,1151,45983,SH,202111,5272
1597,5272477143101202111,JETBLUE AIRWAYS CORP,COM,477143101,8374,547689,SH,202111,5272
1598,5272M6191J100202111,JFROG LTD,ORD SHS,M6191J100,970,28963,SH,202111,5272
1599,5272832696405202111,JM SMUCKER CO/THE,COM,832696405,4790,39909,SH,202111,5272
1600,527247768J101202111,JOANN INC,COM,47768J101,74,6608,SH,202111,5272
1601,5272800422107202111,JOHN B. SANFILIPPO and SON INC,COM,800422107,455,5572,SH,202111,5272
1602,5272477839104202111,JOHN BEAN TECHNOLOGIES CORP,COM,477839104,2773,19729,SH,202111,5272
1603,5272478160104202111,JOHNSON and JOHNSON,COM,478160104,123259,763211,SH,202111,5272
1604,5272G51502105202111,JOHNSON CONTROLS INTERNATION,COM,G51502105,13940,204754,SH,202111,5272
1605,5272479167108202111,JOHNSON OUTDOORS INC A,COM,479167108,303,2866,SH,202111,5272
1606,527247973J102202111,JOINT CORP/THE,COM,47973J102,855,8721,SH,202111,5272
1607,527248020Q107202111,JONES LANG LASALLE INC,COM,48020Q107,21663,87319,SH,202111,5272
1608,5272481116101202111,JOUNCE THERAPEUTICS INC,COM,481116101,134,18043,SH,202111,5272
1609,527246591M109202111,JOYY INC ADR,ADS RESTG COM A,46591M109,41,750,SH,202111,5272
1610,527246625H100202111,JPMORGAN CHASE and CO,COM,46625H100,140618,859050,SH,202111,5272
1611,527248203R104202111,JUNIPER NETWORKS INC,COM,48203R104,2672,97091,SH,202111,5272
1612,527248282T104202111,KADANT INC,COM,48282T104,1287,6305,SH,202111,5272
1613,527248283N106202111,KADMON HOLDINGS INC,COM,48283N106,826,94870,SH,202111,5272
1614,5272483007704202111,KAISER ALUMINUM CORP,COM,483007704,1082,9926,SH,202111,5272
1615,5272483119103202111,KALA PHARMACEUTICALS INC,COM,483119103,69,26464,SH,202111,5272
1616,5272483347100202111,KALEIDO BIOSCIENCES INC,COM,483347100,58,10603,SH,202111,5272
1617,5272483467106202111,KALTURA INC,COM,483467106,98,9529,SH,202111,5272
1618,5272483497103202111,KALVISTA PHARMACEUTICALS INC,COM,483497103,190,10880,SH,202111,5272
1619,5272483548103202111,KAMAN CORP,COM,483548103,619,17357,SH,202111,5272
1620,5272485170302202111,KANSAS CITY SOUTHERN,COM,485170302,7483,27648,SH,202111,5272
1621,527248238T109202111,KAR AUCTION SERVICES INC,COM,48238T109,4409,269010,SH,202111,5272
1622,527248563L101202111,KARAT PACKAGING INC,COM,48563L101,53,2509,SH,202111,5272
1623,527248576A100202111,KARUNA THERAPEUTICS INC,COM,48576A100,1487,12152,SH,202111,5272
1624,527248576U106202111,KARYOPHARM THERAPEUTICS INC,COM,48576U106,229,39406,SH,202111,5272
1625,527248666K109202111,KB HOME,COM,48666K109,7774,199738,SH,202111,5272
1626,527248242W106202111,KBR INC,COM,48242W106,12541,318302,SH,202111,5272
1627,5272482497104202111,KE HOLDINGS INC ADR,SPON ADS,482497104,86,4700,SH,202111,5272
1628,527248716P108202111,KEARNY FINANCIAL CORP/MD,COM,48716P108,497,39981,SH,202111,5272
1629,5272487836108202111,KELLOGG CO,COM,487836108,5070,79322,SH,202111,5272
1630,5272488152208202111,KELLY SERVICES INC A,COM,488152208,418,22163,SH,202111,5272
1631,5272488401100202111,KEMPER CORP,COM,488401100,6880,103008,SH,202111,5272
1632,5272488445206202111,KEMPHARM INC,COM,488445206,146,15642,SH,202111,5272
1633,5272489170100202111,KENNAMETAL INC,COM,489170100,6464,188835,SH,202111,5272
1634,5272489398107202111,KENNEDY WILSON HOLDINGS INC,COM,489398107,1375,65738,SH,202111,5272
1635,5272492327101202111,KEROS THERAPEUTICS INC,COM,492327101,338,8541,SH,202111,5272
1636,527249271V100202111,KEURIG DR PEPPER INC,COM,49271V100,3033,88791,SH,202111,5272
1637,5272493267108202111,KEYCORP,COM,493267108,6174,285563,SH,202111,5272
1638,527249338L103202111,KEYSIGHT TECHNOLOGIES IN,COM,49338L103,10172,61913,SH,202111,5272
1639,527249372L100202111,KEZAR LIFE SCIENCES INC,COM,49372L100,162,18732,SH,202111,5272
1640,5272493732101202111,KFORCE INC,COM,493732101,662,11095,SH,202111,5272
1641,527249427F108202111,KILROY REALTY CORP,COM,49427F108,11960,180630,SH,202111,5272
1642,527249428J109202111,KIMBALL ELECTRONICS INC,COM,49428J109,340,13176,SH,202111,5272
1643,5272494274103202111,KIMBALL INTERNATIONAL B,COM,494274103,221,19766,SH,202111,5272
1644,5272494368103202111,KIMBERLY CLARK CORP,COM,494368103,14758,111429,SH,202111,5272
1645,527249446R109202111,KIMCO REALTY CORP,COM,49446R109,3794,182849,SH,202111,5272
1646,527249456B101202111,KINDER MORGAN INC,COM,49456B101,12337,737429,SH,202111,5272
1647,527249639K101202111,KINGSOFT CLOUD HOLDINGS ADR,ADS,49639K101,20,700,SH,202111,5272
1648,5272G5269C101202111,KINIKSA PHARMACEUTICALS A,COM,G5269C101,182,15962,SH,202111,5272
1649,527249705R105202111,KINNATE BIOPHARMA INC,COM,49705R105,324,14087,SH,202111,5272
1650,527249714P108202111,KINSALE CAPITAL GROUP INC,COM,49714P108,7835,48454,SH,202111,5272
1651,5272497266106202111,KIRBY CORP,COM,497266106,4965,103516,SH,202111,5272
1652,5272497498105202111,KIRKLAND S INC,COM,497498105,147,7670,SH,202111,5272
1653,527249803T300202111,KITE REALTY GROUP TRUST,COM,49803T300,1068,52445,SH,202111,5272
1654,527248251W104202111,KKR and CO INC,COM,48251W104,377,6199,SH,202111,5272
1655,527248251K100202111,KKR REAL ESTATE FINANCE TRUS,COM,48251K100,442,20932,SH,202111,5272
1656,5272482480100202111,KLA CORP,COM,482480100,19063,56987,SH,202111,5272
1657,5272499049104202111,KNIGHT SWIFT TRANSPORTATION,COM,499049104,14618,285791,SH,202111,5272
1658,527249926D109202111,KNOWLES CORP,COM,49926D109,1051,56104,SH,202111,5272
1659,527250015M109202111,KODIAK SCIENCES INC,COM,50015M109,1760,18332,SH,202111,5272
1660,5272500255104202111,KOHLS CORP,COM,500255104,12671,269073,SH,202111,5272
1661,527250050N103202111,KONTOOR BRANDS INC,COM,50050N103,1610,32234,SH,202111,5272
1662,5272500600101202111,KOPIN CORP,COM,500600101,218,42476,SH,202111,5272
1663,527250060P106202111,KOPPERS HOLDINGS INC,COM,50060P106,409,13078,SH,202111,5272
1664,5272500643200202111,KORN FERRY,COM,500643200,2502,34577,SH,202111,5272
1665,5272500688106202111,KOSMOS ENERGY LTD,COM,500688106,657,221793,SH,202111,5272
1666,5272500754106202111,KRAFT HEINZ CO/THE,COM,500754106,12653,343641,SH,202111,5272
1667,527250077C106202111,KRATON CORP,COM,50077C106,903,19781,SH,202111,5272
1668,527250077B207202111,KRATOS DEFENSE and SECURITY,COM,50077B207,1498,67154,SH,202111,5272
1669,527250101L106202111,KRISPY KREME INC,COM,50101L106,168,12022,SH,202111,5272
1670,5272501044101202111,KROGER CO,COM,501044101,9566,236609,SH,202111,5272
1671,527250107A104202111,KRONOS BIO INC,COM,50107A104,445,21247,SH,202111,5272
1672,527250105F105202111,KRONOS WORLDWIDE INC,COM,50105F105,151,12187,SH,202111,5272
1673,5272501147102202111,KRYSTAL BIOTECH INC,COM,501147102,512,9815,SH,202111,5272
1674,5272501242101202111,KULICKE and SOFFA INDUSTRIES,COM,501242101,2243,38490,SH,202111,5272
1675,527250127T109202111,KURA ONCOLOGY INC,COM,50127T109,651,34779,SH,202111,5272
1676,5272501270102202111,KURA SUSHI USA INC CLASS A,COM,501270102,96,2194,SH,202111,5272
1677,5272482738101202111,KVH INDUSTRIES INC,COM,482738101,80,8297,SH,202111,5272
1678,5272501575104202111,KYMERA THERAPEUTICS INC,COM,501575104,1105,18807,SH,202111,5272
1679,5272502431109202111,L3HARRIS TECHNOLOGIES INC,COM,502431109,12876,58465,SH,202111,5272
1680,5272505336107202111,LA Z BOY INC,COM,505336107,910,28220,SH,202111,5272
1681,527250540R409202111,LABORATORY CRP OF AMER HLDGS,COM,50540R409,9374,33308,SH,202111,5272
1682,5272505743104202111,LADDER CAPITAL CORP REIT,COM,505743104,687,62208,SH,202111,5272
1683,527250736T102202111,LAIRD SUPERFOOD INC,COM,50736T102,66,3433,SH,202111,5272
1684,5272511637100202111,LAKELAND BANCORP INC,COM,511637100,472,26767,SH,202111,5272
1685,5272511656100202111,LAKELAND FINANCIAL CORP,COM,511656100,1096,15388,SH,202111,5272
1686,5272512807108202111,LAM RESEARCH CORP,COM,512807108,31320,55029,SH,202111,5272
1687,5272512816109202111,LAMAR ADVERTISING CO A,COM,512816109,17024,150058,SH,202111,5272
1688,5272513272104202111,LAMB WESTON HOLDINGS INC,COM,513272104,2719,44300,SH,202111,5272
1689,5272513847103202111,LANCASTER COLONY CORP,COM,513847103,7483,44329,SH,202111,5272
1690,5272514766104202111,LANDEC CORP,COM,514766104,132,14314,SH,202111,5272
1691,5272515069102202111,LANDOS BIOPHARMA INC,COM,515069102,37,2563,SH,202111,5272
1692,527251509F105202111,LANDS END INC,COM,51509F105,185,7853,SH,202111,5272
1693,527251509P103202111,LANDSEA HOMES CORP,COM,51509P103,51,5879,SH,202111,5272
1694,5272515098101202111,LANDSTAR SYSTEM INC,COM,515098101,10449,66207,SH,202111,5272
1695,5272516544103202111,LANTHEUS HOLDINGS INC,COM,516544103,1086,42296,SH,202111,5272
1696,5272516806205202111,LAREDO PETROLEUM INC,COM,516806205,646,7969,SH,202111,5272
1697,5272517834107202111,LAS VEGAS SANDS CORP,COM,517834107,3617,98836,SH,202111,5272
1698,527251819L107202111,LATHAM GROUP INC,COM,51819L107,208,12705,SH,202111,5272
1699,5272518415104202111,LATTICE SEMICONDUCTOR CORP,COM,518415104,19890,307658,SH,202111,5272
1700,5272518613203202111,LAUREATE EDUCATION INC A,COM,518613203,923,54352,SH,202111,5272
1701,5272520776105202111,LAWSON PRODUCTS INC,COM,520776105,130,2604,SH,202111,5272
1702,5272G54050102202111,LAZARD LTD CL A,CL A,G54050102,51,1114,SH,202111,5272
1703,527252110H100202111,LAZYDAYS HOLDINGS INC,COM,52110H100,86,4021,SH,202111,5272
1704,527250189K103202111,LCI INDUSTRIES,COM,50189K103,2100,15597,SH,202111,5272
1705,5272521865204202111,LEAR CORP,COM,521865204,16100,102891,SH,202111,5272
1706,527252472M101202111,LEGACY HOUSING CORP,COM,52472M101,79,4402,SH,202111,5272
1707,527252466B103202111,LEGALZOOMCOM INC,COM,52466B103,8,305,SH,202111,5272
1708,5272524660107202111,LEGGETT and PLATT INC,COM,524660107,1785,39802,SH,202111,5272
1709,5272525327102202111,LEIDOS HOLDINGS INC,COM,525327102,4064,42271,SH,202111,5272
1710,5272525558201202111,LEMAITRE VASCULAR INC,COM,525558201,631,11880,SH,202111,5272
1711,527252567D107202111,LEMONADE INC,COM,52567D107,31,459,SH,202111,5272
1712,527252603A208202111,LENDINGCLUB CORP,COM,52603A208,1513,53559,SH,202111,5272
1713,527252603B107202111,LENDINGTREE INC,COM,52603B107,3629,25955,SH,202111,5272
1714,5272526057302202111,LENNAR CORP B SHS,COM,526057302,14,174,SH,202111,5272
1715,5272526057104202111,LENNAR CORP A,COM,526057104,7681,81996,SH,202111,5272
1716,5272526107107202111,LENNOX INTERNATIONAL INC,COM,526107107,17321,58882,SH,202111,5272
1717,5272527064109202111,LESLIE S INC,COM,527064109,51,2480,SH,202111,5272
1718,5272528872302202111,LEXICON PHARMACEUTICALS INC,COM,528872302,179,37155,SH,202111,5272
1719,5272529043101202111,LEXINGTON REALTY TRUST,COM,529043101,2199,172483,SH,202111,5272
1720,527250187T106202111,LGI HOMES INC,COM,50187T106,1948,13728,SH,202111,5272
1721,527250187A107202111,LHC GROUP INC,COM,50187A107,11126,70908,SH,202111,5272
1722,527250202M102202111,LI AUTO INC ADR,SPNSRD ADS,50202M102,189,7258,SH,202111,5272
1723,5272530307107202111,LIBERTY BROADBAND A,COM,530307107,46,276,SH,202111,5272
1724,5272530307305202111,LIBERTY BROADBAND C,COM,530307305,278,1612,SH,202111,5272
1725,5272G9001E102202111,LIBERTY LATIN AMERIC CL A,CL A,G9001E102,300,22901,SH,202111,5272
1726,5272G9001E128202111,LIBERTY LATIN AMERIC CL C,COM,G9001E128,1110,84600,SH,202111,5272
1727,5272531229409202111,LIBERTY MEDIA COR SIRIUSXM A,COM,531229409,42,890,SH,202111,5272
1728,5272531229607202111,LIBERTY MEDIA COR SIRIUSXM C,COM,531229607,86,1807,SH,202111,5272
1729,5272531229706202111,LIBERTY MEDIA CORP BRAVES A,COM,531229706,148,5484,SH,202111,5272
1730,5272531229888202111,LIBERTY MEDIA CORP BRAVES C,COM,531229888,528,20002,SH,202111,5272
1731,5272531229870202111,LIBERTY MEDIA CORP LIBERTY A,COM,531229870,13,278,SH,202111,5272
1732,5272531229854202111,LIBERTY MEDIA CORP LIBERTY C,COM,531229854,114,2208,SH,202111,5272
1733,527253115L104202111,LIBERTY OILFIELD SERVICES A,COM,53115L104,603,49745,SH,202111,5272
1734,5272531465102202111,LIBERTY TRIPADVISOR HDG A,COM,531465102,123,39878,SH,202111,5272
1735,527253223X107202111,LIFE STORAGE INC,COM,53223X107,15475,134873,SH,202111,5272
1736,527253228F101202111,LIFESTANCE HEALTH GROUP INC,COM,53228F101,368,25410,SH,202111,5272
1737,527253222Q103202111,LIFETIME BRANDS INC,COM,53222Q103,126,6939,SH,202111,5272
1738,527253220K504202111,LIGAND PHARMACEUTICALS,COM,53220K504,1337,9594,SH,202111,5272
1739,527253261M104202111,LIMELIGHT NETWORKS INC,COM,53261M104,163,68400,SH,202111,5272
1740,5272532746104202111,LIMONEIRA CO,COM,532746104,139,8586,SH,202111,5272
1741,5272533900106202111,LINCOLN ELECTRIC HOLDINGS,COM,533900106,13232,102744,SH,202111,5272
1742,5272534187109202111,LINCOLN NATIONAL CORP,COM,534187109,3651,53111,SH,202111,5272
1743,5272535219109202111,LINDBLAD EXPEDITIONS HOLDING,COM,535219109,245,16796,SH,202111,5272
1744,5272G5494J103202111,LINDE PLC,COM,G5494J103,50950,173665,SH,202111,5272
1745,5272535555106202111,LINDSAY CORP,COM,535555106,1039,6842,SH,202111,5272
1746,527253566P109202111,LINEAGE CELL THERAPEUTICS IN,COM,53566P109,173,68642,SH,202111,5272
1747,5272535919401202111,LIONS GATE ENTERTAINMENT A,COM,535919401,452,31879,SH,202111,5272
1748,5272535919500202111,LIONS GATE ENTERTAINMENT B,COM,535919500,840,64653,SH,202111,5272
1749,527253635B107202111,LIQUIDITY SERVICES INC,COM,53635B107,360,16646,SH,202111,5272
1750,5272536797103202111,LITHIA MOTORS INC,CL A,536797103,16522,52112,SH,202111,5272
1751,5272537008104202111,LITTELFUSE INC,COM,537008104,11584,42389,SH,202111,5272
1752,5272G5509L101202111,LIVANOVA PLC,COM,G5509L101,9527,120303,SH,202111,5272
1753,5272538034109202111,LIVE NATION ENTERTAINMENT IN,COM,538034109,3628,39810,SH,202111,5272
1754,527253803X105202111,LIVE OAK BANCSHARES INC,COM,53803X105,1098,17255,SH,202111,5272
1755,527253814L108202111,LIVENT CORP,COM,53814L108,2349,101661,SH,202111,5272
1756,5272538146101202111,LIVEPERSON INC,COM,538146101,2399,40694,SH,202111,5272
1757,527253815P108202111,LIVERAMP HOLDINGS INC,COM,53815P108,7197,152386,SH,202111,5272
1758,5272501889208202111,LKQ CORP,COM,501889208,4064,80757,SH,202111,5272
1759,5272539830109202111,LOCKHEED MARTIN CORP,COM,539830109,24689,71542,SH,202111,5272
1760,5272540424108202111,LOEWS CORP,COM,540424108,3910,72501,SH,202111,5272
1761,5272543881106202111,LORAL SPACE and COMMUNICATIONS,COM,543881106,302,7028,SH,202111,5272
1762,527254405Q100202111,LORDSTOWN MOTORS CORP CL A,COM,54405Q100,420,52618,SH,202111,5272
1763,5272546347105202111,LOUISIANA PACIFIC CORP,COM,546347105,10068,164056,SH,202111,5272
1764,527254738L109202111,LOVESAC CO/THE,COM,54738L109,462,6991,SH,202111,5272
1765,5272548661107202111,LOWE S COS INC,COM,548661107,47399,233652,SH,202111,5272
1766,527250212V100202111,LPL FINANCIAL HOLDINGS INC,COM,50212V100,245,1563,SH,202111,5272
1767,5272502175102202111,LTC PROPERTIES INC,COM,502175102,776,24472,SH,202111,5272
1768,527254975P102202111,LUFAX HOLDING LTD ADR,CL A,54975P102,15,2200,SH,202111,5272
1769,5272550021109202111,LULULEMON ATHLETICA INC,COM,550021109,4075,10068,SH,202111,5272
1770,527255003T107202111,LUMBER LIQUIDATORS HOLDINGS,COM,55003T107,337,18017,SH,202111,5272
1771,5272550241103202111,LUMEN TECHNOLOGIES INC,COM,550241103,3695,298230,SH,202111,5272
1772,527255024U109202111,LUMENTUM HOLDINGS INC,COM,55024U109,10920,130714,SH,202111,5272
1773,5272550351100202111,LUNA INNOVATIONS INC,COM,550351100,160,16889,SH,202111,5272
1774,5272550550107202111,LUTHER BURBANK CORP,COM,550550107,115,8545,SH,202111,5272
1775,5272G5698W116202111,LUXFER HOLDINGS PLC,COM,G5698W116,296,15077,SH,202111,5272
1776,5272550819106202111,LYDALL INC,COM,550819106,684,11021,SH,202111,5272
1777,527255083R104202111,LYELL IMMUNOPHARMA INC,COM,55083R104,191,12934,SH,202111,5272
1778,527255087P104202111,LYFT INC A,COM,55087P104,301,5609,SH,202111,5272
1779,5272N53745100202111,LYONDELLBASELL INDU CL A,CL A,N53745100,7646,81472,SH,202111,5272
1780,527255261F104202111,M and T BANK CORP,COM,55261F104,5738,38422,SH,202111,5272
1781,527255305B101202111,M/I HOMES INC,COM,55305B101,1040,17996,SH,202111,5272
1782,5272554225102202111,MACATAWA BANK CORP,COM,554225102,115,14381,SH,202111,5272
1783,5272554382101202111,MACERICH CO/THE,COM,554382101,8047,481555,SH,202111,5272
1784,5272554489104202111,MACK CALI REALTY CORP,COM,554489104,933,54506,SH,202111,5272
1785,527255405Y100202111,MACOM TECHNOLOGY SOLUTIONS H,COM,55405Y100,1729,26654,SH,202111,5272
1786,5272556099109202111,MACROGENICS INC,COM,556099109,688,32863,SH,202111,5272
1787,527255616P104202111,MACY S INC,COM,55616P104,4452,197005,SH,202111,5272
1788,527255826T102202111,MADISON SQUARE GARDEN ENTERT,CL A,55826T102,1039,14294,SH,202111,5272
1789,527255825T103202111,MADISON SQUARE GARDEN SPORTS,CL A,55825T103,50,271,SH,202111,5272
1790,5272558868105202111,MADRIGAL PHARMACEUTICALS INC,COM,558868105,496,6214,SH,202111,5272
1791,5272559079207202111,MAGELLAN HEALTH INC,COM,559079207,1405,14861,SH,202111,5272
1792,527255910K108202111,MAGENTA THERAPEUTICS INC,COM,55910K108,119,16375,SH,202111,5272
1793,527255955D100202111,MAGNITE INC,COM,55955D100,1990,71080,SH,202111,5272
1794,5272559663109202111,MAGNOLIA OIL and GAS CORP A,COM,559663109,1356,76215,SH,202111,5272
1795,5272G5753U112202111,MAIDEN HOLDINGS LTD,LTD SHS,G5753U112,120,38049,SH,202111,5272
1796,527256117J100202111,MALIBU BOATS INC A,COM,56117J100,794,11344,SH,202111,5272
1797,5272562750109202111,MANHATTAN ASSOCIATES INC,COM,562750109,16753,109474,SH,202111,5272
1798,5272563571405202111,MANITOWOC COMPANY INC,COM,563571405,403,18791,SH,202111,5272
1799,527256400P706202111,MANNKIND CORP,COM,56400P706,588,135145,SH,202111,5272
1800,527256418H100202111,MANPOWERGROUP INC,COM,56418H100,10114,93402,SH,202111,5272
1801,5272564563104202111,MANTECH INTERNATIONAL CORP A,COM,564563104,1307,17218,SH,202111,5272
1802,5272565788106202111,MARATHON DIGITAL HOLDINGS IN,COM,565788106,1650,52255,SH,202111,5272
1803,5272565849106202111,MARATHON OIL CORP,COM,565849106,3218,235388,SH,202111,5272
1804,527256585A102202111,MARATHON PETROLEUM CORP,COM,56585A102,11780,190579,SH,202111,5272
1805,527256600D107202111,MARAVAI LIFESCIENCES HLDGS A,CL A,56600D107,98,1994,SH,202111,5272
1806,5272566324109202111,MARCUS and MILLICHAP INC,COM,566324109,609,14998,SH,202111,5272
1807,5272566330106202111,MARCUS CORPORATION,COM,566330106,249,14252,SH,202111,5272
1808,5272568427108202111,MARINE PRODUCTS CORP,COM,568427108,56,4458,SH,202111,5272
1809,5272567908108202111,MARINEMAX INC,COM,567908108,645,13303,SH,202111,5272
1810,527256854Q200202111,MARINUS PHARMACEUTICALS INC,COM,56854Q200,230,20215,SH,202111,5272
1811,5272570535104202111,MARKEL CORP,COM,570535104,204,171,SH,202111,5272
1812,527257060D108202111,MARKETAXESS HOLDINGS INC,COM,57060D108,5611,13337,SH,202111,5272
1813,5272571157106202111,MARLIN BUSINESS SERVICES INC,COM,571157106,99,4445,SH,202111,5272
1814,5272571903202202111,MARRIOTT INTERNATIONAL CL A,CL A,571903202,14667,99041,SH,202111,5272
1815,527257164Y107202111,MARRIOTT VACATIONS WORLD,COM,57164Y107,11570,73540,SH,202111,5272
1816,527257165B106202111,MARRONE BIO INNOVATIONS INC,COM,57165B106,49,54836,SH,202111,5272
1817,5272571748102202111,MARSH and MCLENNAN COS,COM,571748102,25939,171293,SH,202111,5272
1818,5272573075108202111,MARTEN TRANSPORT LTD,COM,573075108,586,37364,SH,202111,5272
1819,5272573284106202111,MARTIN MARIETTA MATERIALS,COM,573284106,6364,18625,SH,202111,5272
